 E=   500.00000000000000     
    6.60,   0.48830E+03,   0.72737E-06
    6.80,   0.37269E+03,   0.74189E-06
    7.00,   0.28512E+03,   0.75482E-06
    7.20,   0.21887E+03,   0.76715E-06
    7.40,   0.16881E+03,   0.78037E-06
    7.60,   0.13100E+03,   0.79647E-06
    7.80,   0.10246E+03,   0.81789E-06
    8.00,   0.80892E+02,   0.84734E-06
    8.20,   0.64556E+02,   0.88747E-06
    8.40,   0.52134E+02,   0.94042E-06
    8.60,   0.42632E+02,   0.10075E-05
    8.80,   0.35300E+02,   0.10888E-05
    9.00,   0.29578E+02,   0.11831E-05
    9.20,   0.25049E+02,   0.12883E-05
    9.40,   0.21407E+02,   0.14016E-05
    9.60,   0.18427E+02,   0.15196E-05
    9.80,   0.15943E+02,   0.16395E-05
   10.00,   0.13839E+02,   0.17587E-05
   10.20,   0.12029E+02,   0.18750E-05
   10.40,   0.10453E+02,   0.19867E-05
   10.60,   0.90678E+01,   0.20927E-05
   10.80,   0.78433E+01,   0.21920E-05
   11.00,   0.67573E+01,   0.22839E-05
   11.20,   0.57936E+01,   0.23680E-05
   11.40,   0.49399E+01,   0.24437E-05
   11.60,   0.41863E+01,   0.25106E-05
   11.80,   0.35242E+01,   0.25680E-05
   12.00,   0.29461E+01,   0.26153E-05
   12.20,   0.24448E+01,   0.26519E-05
   12.40,   0.20137E+01,   0.26769E-05
   12.60,   0.16460E+01,   0.26896E-05
   12.80,   0.13354E+01,   0.26892E-05
   13.00,   0.10756E+01,   0.26753E-05
   13.20,   0.86056E+00,   0.26479E-05
   13.40,   0.68461E+00,   0.26083E-05
   13.60,   0.54236E+00,   0.25593E-05
   13.80,   0.42881E+00,   0.25063E-05
   14.00,   0.33939E+00,   0.24585E-05
   14.20,   0.26997E+00,   0.24295E-05
   14.40,   0.21690E+00,   0.24369E-05
   14.60,   0.17694E+00,   0.25001E-05
   14.80,   0.14732E+00,   0.26355E-05
   15.00,   0.12567E+00,   0.28499E-05
 E=   900.00000000000000     
    2.00,   0.44155E+06,   0.90056E-07
    2.20,   0.29054E+06,   0.11503E-06
    2.40,   0.19628E+06,   0.14201E-06
    2.60,   0.13544E+06,   0.17078E-06
    2.80,   0.95068E+05,   0.20111E-06
    3.00,   0.67666E+05,   0.23281E-06
    3.20,   0.48710E+05,   0.26566E-06
    3.40,   0.35390E+05,   0.29947E-06
    3.60,   0.25906E+05,   0.33401E-06
    3.80,   0.19077E+05,   0.36906E-06
    4.00,   0.14117E+05,   0.40438E-06
    4.20,   0.10485E+05,   0.43970E-06
    4.40,   0.78095E+04,   0.47476E-06
    4.60,   0.58290E+04,   0.50925E-06
    4.80,   0.43571E+04,   0.54284E-06
    5.00,   0.32600E+04,   0.57519E-06
    5.20,   0.24404E+04,   0.60593E-06
    5.40,   0.18274E+04,   0.63471E-06
    5.60,   0.13686E+04,   0.66119E-06
    5.80,   0.10252E+04,   0.68507E-06
    6.00,   0.76830E+03,   0.70618E-06
    6.20,   0.57624E+03,   0.72451E-06
    6.40,   0.43284E+03,   0.74029E-06
    6.60,   0.32592E+03,   0.75416E-06
    6.80,   0.24632E+03,   0.76723E-06
    7.00,   0.18713E+03,   0.78123E-06
    7.20,   0.14315E+03,   0.79851E-06
    7.40,   0.11048E+03,   0.82196E-06
    7.60,   0.86180E+02,   0.85480E-06
    7.80,   0.68057E+02,   0.90010E-06
    8.00,   0.54475E+02,   0.96022E-06
    8.20,   0.44218E+02,   0.10363E-05
    8.40,   0.36392E+02,   0.11280E-05
    8.60,   0.30335E+02,   0.12335E-05
    8.80,   0.25570E+02,   0.13496E-05
    9.00,   0.21750E+02,   0.14729E-05
    9.20,   0.18624E+02,   0.15995E-05
    9.40,   0.16018E+02,   0.17263E-05
    9.60,   0.13806E+02,   0.18505E-05
    9.80,   0.11900E+02,   0.19699E-05
   10.00,   0.10241E+02,   0.20831E-05
   10.20,   0.87862E+01,   0.21890E-05
   10.40,   0.75050E+01,   0.22866E-05
   10.60,   0.63762E+01,   0.23754E-05
   10.80,   0.53835E+01,   0.24548E-05
   11.00,   0.45139E+01,   0.25241E-05
   11.20,   0.37566E+01,   0.25827E-05
   11.40,   0.31016E+01,   0.26298E-05
   11.60,   0.25397E+01,   0.26646E-05
   11.80,   0.20621E+01,   0.26861E-05
   12.00,   0.16601E+01,   0.26934E-05
   12.20,   0.13255E+01,   0.26858E-05
   12.40,   0.10501E+01,   0.26629E-05
   12.60,   0.82614E+00,   0.26256E-05
   12.80,   0.64647E+00,   0.25763E-05
   13.00,   0.50432E+00,   0.25204E-05
   13.20,   0.39352E+00,   0.24674E-05
   13.40,   0.30852E+00,   0.24323E-05
   13.60,   0.24438E+00,   0.24354E-05
   13.80,   0.19683E+00,   0.24997E-05
   14.00,   0.16218E+00,   0.26447E-05
   14.20,   0.13733E+00,   0.28783E-05
   14.40,   0.11970E+00,   0.31910E-05
   14.60,   0.10724E+00,   0.35570E-05
   14.80,   0.98304E-01,   0.39436E-05
   15.00,   0.91626E-01,   0.43207E-05
 E=   950.00000000000000     
    2.00,   0.38822E+06,   0.10347E-06
    2.20,   0.25386E+06,   0.13106E-06
    2.40,   0.17032E+06,   0.16073E-06
    2.60,   0.11663E+06,   0.19223E-06
    2.80,   0.81191E+05,   0.22531E-06
    3.00,   0.57273E+05,   0.25974E-06
